,Unnamed: 0,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
161,161,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZOLINI Damiano,M,FERRARA,,INF/01,01/B1,Scienze dell'Ambiente e della Prevenzione,2024,01 - Scienze matematiche e informatiche
162,162,Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,Scienze di Base e Applicate,2024,01 - Scienze matematiche e informatiche
163,163,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BABAIEKAFAKI Saman,M,Libera Università di BOLZANO,Ingegneria ,MAT/09,01/A6,FACOLTA' DI INGEGNERIA,2024,01 - Scienze matematiche e informatiche
164,164,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2024,01 - Scienze matematiche e informatiche
165,165,Ordinario,BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2024,01 - Scienze matematiche e informatiche
166,166,Ordinario,BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
167,167,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BACHINI Elena,F,PADOVA,,MAT/08,01/A5,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
168,168,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
169,169,Associato,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
170,170,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,Ingegneria,2024,01 - Scienze matematiche e informatiche
171,171,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
172,172,Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti  (DIME)",2024,01 - Scienze matematiche e informatiche
173,173,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BAGOSSI Sara,F,Libera Università di BOLZANO,Scienze della Formazione ,MAT/04,01/A1,Non disponibile,2024,01 - Scienze matematiche e informatiche
174,174,Ordinario,BAIARDI Fabrizio Enrico Erminio,M,PISA,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
175,175,Associato,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
176,176,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2024,01 - Scienze matematiche e informatiche
177,177,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2024,01 - Scienze matematiche e informatiche
178,178,Ordinario,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
179,179,Associato,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
180,180,Ordinario,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2024,01 - Scienze matematiche e informatiche
181,181,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2024,01 - Scienze matematiche e informatiche
182,182,Ordinario,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
183,183,Associato,BALLAN Lamberto,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
184,184,Associato,BALLARIN Francesco,M,Cattolica del Sacro Cuore,Scienze Matematiche Fisiche e Naturali ,MAT/08,01/A5,"MATEMATICA E FISICA ""NICCOLO' TARTAGLIA""",2024,01 - Scienze matematiche e informatiche
185,185,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
186,186,Associato,BALLIS Demis,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2024,01 - Scienze matematiche e informatiche
187,187,Associato,BALLIU Alkida,F,Gran Sasso Science Institute,,INF/01,01/B1,Area di Informatica,2024,01 - Scienze matematiche e informatiche
188,188,Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2024,01 - Scienze matematiche e informatiche
189,189,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BAMBOZZI Federico,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
190,190,Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2024,01 - Scienze matematiche e informatiche
191,191,Ordinario,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
192,192,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BANDIERA Ruggero,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,MATEMATICA,2024,01 - Scienze matematiche e informatiche
193,193,Associato,BANDINI Andrea,M,PISA,,MAT/02,01/A2,MATEMATICA,2024,01 - Scienze matematiche e informatiche
194,194,Associato,BANDINI Elena,F,BOLOGNA,,MAT/06,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
195,195,Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2024,01 - Scienze matematiche e informatiche
196,196,Associato,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
197,197,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARALLA Gavina,F,CAGLIARI,,INF/01,01/B1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
198,198,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARANA Alice,F,TORINO,,MAT/04,01/A1,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE,2024,01 - Scienze matematiche e informatiche
199,199,Ordinario,BARATELLA Stefano,M,TRENTO,,MAT/01,01/A1,Matematica,2024,01 - Scienze matematiche e informatiche
200,200,Associato,BARBAGALLO Annamaria,F,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2024,01 - Scienze matematiche e informatiche
201,201,Associato confermato,BARBANERA Franco,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
202,202,Ricercatore,BARBANTE Paolo Francesco,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2024,01 - Scienze matematiche e informatiche
203,203,Associato,BARBATO David,M,PADOVA,,MAT/06,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
204,204,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARBATO Michele,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2024,01 - Scienze matematiche e informatiche
205,205,Ordinario,BARBERA Elvira,F,MESSINA,,MAT/07,01/A4,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2024,01 - Scienze matematiche e informatiche
206,206,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARBIERI Anna,F,VERONA,,MAT/02,01/A2,INFORMATICA,2024,01 - Scienze matematiche e informatiche
207,207,Ricercatore,BARBIERI Giuseppina Gerarda,F,SALERNO,,MAT/02,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
208,208,Ordinario,BARBIERI VIALE Luca,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2024,01 - Scienze matematiche e informatiche
209,209,Associato confermato,BARBINA Silvia,F,CAMERINO,,MAT/01,01/A1,SCUOLA DI SCIENZE E TECNOLOGIE,2024,01 - Scienze matematiche e informatiche
210,210,Associato,BARCHIESI Marco,M,TRIESTE,,MAT/06,01/A3,"Matematica, Informatica e Geoscienze",2024,01 - Scienze matematiche e informatiche
211,211,Ordinario,BARDARO Carlo,M,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
212,212,Ordinario,BARDI Martino,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
213,213,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARDOZZO Francesco,M,SALERNO,,INF/01,01/B1,SCIENZE AZIENDALI - MANAGEMENT & INNOVATION SYSTEMS,2024,01 - Scienze matematiche e informatiche
214,214,Ordinario,BARILARI Davide,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2024,01 - Scienze matematiche e informatiche
215,215,Ordinario,BARILE Margherita,F,BARI,,MAT/02,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
216,216,Associato,BARLA Annalisa,F,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2024,01 - Scienze matematiche e informatiche
217,217,Associato confermato,BARLETTA Elisabetta,F,BASILICATA,,MAT/05,01/A3,Ingegneria,2024,01 - Scienze matematiche e informatiche
218,218,Associato,BARLETTA Giuseppina,F,Mediterranea di REGGIO CALABRIA,,MAT/05,01/A3,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2024,01 - Scienze matematiche e informatiche
219,219,Ordinario,BARLETTI Luigi,M,FIRENZE,,MAT/07,01/A4,Matematica e Informatica �Ulisse Dini�(DIMAI),2024,01 - Scienze matematiche e informatiche
220,220,Associato confermato,BAROGLIO Cristina,F,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
221,221,Associato,BARONI Paolo,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
222,222,Associato confermato,BARONTI Marco,M,GENOVA,,MAT/05,01/A3,Matematica  (DIMA),2024,01 - Scienze matematiche e informatiche
223,223,Associato,BARRA Adriano,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2024,01 - Scienze matematiche e informatiche
224,224,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARRA Paola,F,"""Parthenope"" di NAPOLI",,INF/01,01/B1,SCIENZE E TECNOLOGIE,2024,01 - Scienze matematiche e informatiche
225,225,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARRA Silvio,M,Napoli Federico II,,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,2024,01 - Scienze matematiche e informatiche
226,226,Associato,BARROERO Fabrizio,M,ROMA TRE,,MAT/02,01/A2,Matematica e Fisica,2024,01 - Scienze matematiche e informatiche
227,227,Associato,BARRON CEDENO Luis Alberto,M,BOLOGNA,,INF/01,01/B1,Interpretazione e Traduzione,2024,01 - Scienze matematiche e informatiche
228,228,Ordinario,BARROS CORREA JUNIOR Mauricio,M,BARI,,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
229,229,Ricercatore,BARSANTI Michele,M,PISA,,MAT/07,01/A4,INGEGNERIA CIVILE E INDUSTRIALE,2024,01 - Scienze matematiche e informatiche
230,230,Associato confermato,BARTOCCI Claudio,M,GENOVA,,MAT/03,01/A2,Matematica  (DIMA),2024,01 - Scienze matematiche e informatiche
231,231,Associato,BARTOLETTI Massimo,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
232,232,Associato,BARTOLI Daniele,M,PERUGIA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
233,233,Ordinario,BARTOLINI Novella,F,"ROMA ""La Sapienza""",,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
234,234,Associato,BARTOLO Rossella,F,Politecnico di BARI,,MAT/05,01/A3,"Dipartimento di Meccanica, Matematica e Management",2024,01 - Scienze matematiche e informatiche
235,235,Ordinario,BARTOLUCCI Daniele,M,"ROMA ""Tor Vergata""",,MAT/05,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
236,236,Associato,BARUTELLO Vivina Laura,F,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2024,01 - Scienze matematiche e informatiche
237,237,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARUZZO Giacomo,M,PADOVA,,INF/01,01/B1,INGEGNERIA DELL'INFORMAZIONE - DEI,2024,01 - Scienze matematiche e informatiche
238,238,Ricercatore a t.d. - t.pieno (L. 79/2022),BASARIC Danica,F,Politecnico di MILANO,,MAT/05,01/A3,MATEMATICA,2024,01 - Scienze matematiche e informatiche
239,239,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BASCIANI Francesco,M,Gran Sasso Science Institute,,INF/01,01/B1,Non disponibile,2024,01 - Scienze matematiche e informatiche
240,240,Associato,BASILE Giada,F,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2024,01 - Scienze matematiche e informatiche
241,241,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BASILE Valerio,M,TORINO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
242,242,Ordinario,BASILI Roberto,M,"ROMA ""Tor Vergata""",,INF/01,01/B1,"Ingegneria dell'Impresa ""Mario Lucertini""",2024,01 - Scienze matematiche e informatiche
243,243,Associato,BASILICO Nicola,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
244,244,Ordinario,BASSETTI Federico,M,Politecnico di MILANO,,MAT/06,01/A3,Matematica,2024,01 - Scienze matematiche e informatiche
245,245,Ricercatore a t.d. - t.pieno (L. 79/2022),BASTI Giulia,F,"ROMA ""La Sapienza""",,MAT/07,01/A4,MATEMATICA,2024,01 - Scienze matematiche e informatiche
246,246,Associato,BASTIANELLI Francesco,M,BARI,,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
247,247,Associato,BATTAGLIA Fiammetta,F,FIRENZE,,MAT/03,01/A2,Matematica e Informatica �Ulisse Dini�(DIMAI),2024,01 - Scienze matematiche e informatiche
248,248,Associato,BATTAGLIA Luca,M,ROMA TRE,,MAT/05,01/A3,Matematica e Fisica,2024,01 - Scienze matematiche e informatiche
249,249,Ordinario,BATTIATO Sebastiano,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
250,250,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BATTISTELLA Luca,M,BOLOGNA,,MAT/03,01/A2,MATEMATICA,2024,01 - Scienze matematiche e informatiche
251,251,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BATTISTONI Pietro,M,SALERNO,,INF/01,01/B1,INFORMATICA,2024,01 - Scienze matematiche e informatiche
252,252,Ordinario,BATTITI Roberto,M,TRENTO,,INF/01,01/B1,Ingegneria e Scienza dell'Informazione,2024,01 - Scienze matematiche e informatiche
253,253,Associato,BAU' Giulio,M,PISA,,MAT/07,01/A4,MATEMATICA,2024,01 - Scienze matematiche e informatiche
254,254,Associato,BAUSO Dario,M,PALERMO,,MAT/09,01/A6,Ingegneria,2024,01 - Scienze matematiche e informatiche
255,255,Ricercatore,BAZZANELLA Danilo,M,Politecnico di TORINO,,MAT/02,01/A2,SCIENZE MATEMATICHE �Giuseppe Luigi Lagrange�,2024,01 - Scienze matematiche e informatiche
256,256,Associato confermato,BAZZANI Armando,M,BOLOGNA,,MAT/07,01/A4,"Fisica e Astronomia ""Augusto Righi�",2024,01 - Scienze matematiche e informatiche
257,257,Associato,BAZZONI Giovanni,M,INSUBRIA,,MAT/03,01/A2,Scienza e Alta Tecnologia,2024,01 - Scienze matematiche e informatiche
258,258,Associato,BECCARI Carolina Vittoria,F,BOLOGNA,,MAT/08,01/A5,Matematica,2024,01 - Scienze matematiche e informatiche
259,259,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BECCUTI Francesco,M,CAGLIARI,,MAT/04,01/A1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
260,260,Associato,BECCUTI Marco,M,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
261,261,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BECKER Ruben Simon,M,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2024,01 - Scienze matematiche e informatiche
262,262,Ordinario,BEDULLI Lucio,M,L'AQUILA,,MAT/03,01/A2,Ingegneria e scienze dell'informazione e matematica,2024,01 - Scienze matematiche e informatiche
263,263,Ordinario,BEGHIN Luisa,F,"ROMA ""La Sapienza""",,MAT/06,01/A3,Scienze statistiche,2024,01 - Scienze matematiche e informatiche
264,264,Associato,BEI Francesco,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,Matematica,2024,01 - Scienze matematiche e informatiche
265,265,Ordinario,BEIRAO DA VEIGA Lourenco,M,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2024,01 - Scienze matematiche e informatiche
266,266,Associato,BELARDO Francesco,M,Napoli Federico II,,MAT/03,01/A2,"Matematica e Applicazioni ""Renato Caccioppoli""",2024,01 - Scienze matematiche e informatiche
267,267,Associato,BELGIORNO Francesco Domenico,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2024,01 - Scienze matematiche e informatiche
268,268,Ordinario,BELLA Angelo,M,CATANIA,,MAT/03,01/A2,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
269,269,Ordinario,BELLA Giampaolo,M,CATANIA,,INF/01,01/B1,Scienze Politiche e Sociali,2024,01 - Scienze matematiche e informatiche
270,270,Associato,BELLANDI Valerio,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
271,271,Ricercatore a t.d. - t.pieno (L. 79/2022),BELLAVIA Fabio,M,PALERMO,,INF/01,01/B1,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
272,272,Ordinario,BELLAVIA Stefania,F,FIRENZE,,MAT/08,01/A5,Ingegneria Industriale (DIEF),2024,01 - Scienze matematiche e informatiche
273,273,Associato,BELLAZZINI Jacopo,M,PISA,,MAT/05,01/A3,MATEMATICA,2024,01 - Scienze matematiche e informatiche
274,274,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BELLE' Riccardo,M,"ROMA ""Tor Vergata""",,MAT/04,01/A1,MATEMATICA,2024,01 - Scienze matematiche e informatiche
275,275,Associato confermato,BELLETTINI Carlo Nicola Maria,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2024,01 - Scienze matematiche e informatiche
276,276,Ordinario,BELLETTINI Giovanni,M,SIENA,,MAT/05,01/A3,Ingegneria dell'Informazione e Scienze Matematiche,2024,01 - Scienze matematiche e informatiche
277,277,Associato,BELLOMONTE Giorgia,F,PALERMO,,MAT/05,01/A3,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
278,278,Associato confermato,BELLONI Marino,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
279,279,Associato,BELOTTI Pietro Luigi,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2024,01 - Scienze matematiche e informatiche
280,280,Ricercatore,BENANTI Francesca Saviella,F,PALERMO,,MAT/02,01/A2,Matematica e Informatica,2024,01 - Scienze matematiche e informatiche
281,281,Ricercatore,BENASSI Carlo,M,MODENA e REGGIO EMILIA,,MAT/05,01/A3,"Scienze fisiche, informatiche e matematiche",2024,01 - Scienze matematiche e informatiche
282,282,Associato,BENEDETTI Irene,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2024,01 - Scienze matematiche e informatiche
283,283,Ordinario,BENEDETTO Dario,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2024,01 - Scienze matematiche e informatiche
284,284,Ordinario,BENEDIKTER Niels Patriz,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2024,01 - Scienze matematiche e informatiche
285,285,Associato,BENEDUCI Roberto Amerigo,M,della CALABRIA,,MAT/07,01/A4,Fisica,2024,01 - Scienze matematiche e informatiche
286,286,Associato confermato,BENERECETTI Massimo,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2024,01 - Scienze matematiche e informatiche
287,287,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BENFENATI Alessandro,M,MILANO,,MAT/08,01/A5,SCIENZE E POLITICHE AMBIENTALI,2024,01 - Scienze matematiche e informatiche
288,288,Associato,BENINI Anna,F,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2024,01 - Scienze matematiche e informatiche
289,289,Associato,BENINI Marco,M,GENOVA,,MAT/07,01/A4,Matematica  (DIMA),2024,01 - Scienze matematiche e informatiche
290,290,Ricercatore,BENINI Marco,M,INSUBRIA,,MAT/01,01/A1,Scienza e Alta Tecnologia,2024,01 - Scienze matematiche e informatiche
291,291,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BENINI Mario,M,SIENA,,MAT/09,01/A6,Ingegneria dell'Informazione E SCIENZE MATEMATICHE,2024,01 - Scienze matematiche e informatiche
292,292,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BENOMIO Gabriele,M,Gran Sasso Science Institute,,MAT/05,01/A3,Non disponibile,2024,01 - Scienze matematiche e informatiche
293,293,Associato,BENVENUTI Silvia,F,BOLOGNA,,MAT/04,01/A1,Matematica,2024,01 - Scienze matematiche e informatiche
294,294,Associato,BENVENUTO Federico,M,GENOVA,,MAT/08,01/A5,Matematica  (DIMA),2024,01 - Scienze matematiche e informatiche
295,295,Ordinario,BENZI Michele,M,Scuola Normale Superiore di PISA,,MAT/08,01/A5,Classe di scienze,2024,01 - Scienze matematiche e informatiche
296,296,Associato,BEORCHIA Valentina,F,TRIESTE,,MAT/03,01/A2,"Matematica, Informatica e Geoscienze",2024,01 - Scienze matematiche e informatiche
297,297,Ordinario,BERALDI Patrizia,F,della CALABRIA,,MAT/09,01/A6,"Ingegneria Meccanica, Energetica e Gestionale - DIMEG",2024,01 - Scienze matematiche e informatiche
298,298,Ordinario,BERARDI Stefano,M,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
299,299,Ordinario,BERARDUCCI Alessandro,M,PISA,,MAT/01,01/A1,MATEMATICA,2024,01 - Scienze matematiche e informatiche
300,300,Ordinario,BERCHIO Elvise,F,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE �Giuseppe Luigi Lagrange�,2024,01 - Scienze matematiche e informatiche
301,301,Ordinario,BERGADANO Francesco,M,TORINO,,INF/01,01/B1,Informatica,2024,01 - Scienze matematiche e informatiche
302,302,Associato confermato,BERGAMASCHI Luca,M,PADOVA,,MAT/08,01/A5,"INGEGNERIA CIVILE, EDILE E AMBIENTALE - ICEA",2024,01 - Scienze matematiche e informatiche
303,303,Associato,BERGENTI Federico,M,PARMA,,INF/01,01/B1,Ingegneria dei Sistemi e delle Tecnologie Industriali,2024,01 - Scienze matematiche e informatiche
304,304,Ricercatore,BERGMANN Wolfgang Reinhold,M,BASILICATA,,MAT/05,01/A3,Scienze di Base e Applicate,2024,01 - Scienze matematiche e informatiche
